Type,SKU item_sku,Title,Product Description,standard_price,img_src1,img_src2,img_src3
Pendants,PD0085-YA-DAM,5.20Ct Oval Shaped Amethyst and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DAQ,5.20Ct Oval Shaped Aquamarine and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Aquamarine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,249.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DBT,5.20Ct Oval Shaped Blue Topaz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Blue Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DCT,5.20Ct Oval Shaped Citrine and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Citrine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DGA,5.20Ct Oval Shaped Green Amethyst and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Green Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DGT,5.20Ct Oval Shaped Garnet and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Garnet and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DLCE,5.20Ct Oval Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Emerald and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DLCR,5.20Ct Oval Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Ruby and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DLCS,5.20Ct Oval Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Sapphire and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DPT,5.20Ct Oval Shaped Pink Topaz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Pink Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-YA-DSQ,5.20Ct Oval Shaped Smokey Quartz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Smokey Quartz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DAM,4.50Ct Oval Shaped Amethyst and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Amethyst and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DAQ,4.50Ct Oval Shaped Aquamarine and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Aquamarine and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,271.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DBT,4.50Ct Oval Shaped Blue Topaz and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Blue Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DCT,4.50Ct Oval Shaped Citrine and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Citrine and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DGA,4.50Ct Oval Shaped Green Amethyst and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Green Amethyst and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DGT,4.50Ct Oval Shaped Garnet and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Garnet and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DLCE,4.50Ct Oval Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Lab Created Emerald and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DLCR,4.50Ct Oval Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Lab Created Ruby and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DLCS,4.50Ct Oval Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Lab Created Sapphire and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DPD,4.50Ct Oval Shaped Peridot and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Peridot and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,290.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DPT,4.50Ct Oval Shaped Pink Topaz and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Pink Topaz and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-DSQ,4.50Ct Oval Shaped Smokey Quartz and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Smokey Quartz and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-WA-DAM,4.50Ct Oval Shaped Amethyst and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Amethyst and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-WA-DAQ,4.50Ct Oval Shaped Aquamarine and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Aquamarine and 3 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.05 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,271.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0086-WA-DBT,4.50Ct Oval Shaped Blue Topaz and Diamond Pendant in 10K Gold,11x9 mm Oval shaped Blue Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 4.50 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,256.3,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
